Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Bosnia and Herzegovina	NP Una	Values related to food	Fishing	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	1
Bosnia and Herzegovina	NP Una	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	1
Bosnia and Herzegovina	NP Una	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	1	1
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	2	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Bosnia and Herzegovina	NP Una	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Formal & informal education	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Materials	Wood	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Fishing	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	1	1
Croatia	PP Velebit	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	2	1
Croatia	PP Velebit	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	2	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Croatia	PP Velebit	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Knowledge	Formal & informal education	Importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Knowledge	Genetic material	Importance of value	Bussiness sector	1	0
Croatia	PP Velebit	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	2	0
Croatia	PP Velebit	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	2	0
Croatia	PP Velebit	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Materials	Wood	Importance of value	Bussiness sector	0	0
Croatia	PP Velebit	Materials	Wood	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	1	0
Serbia	PP Vlasina	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Hunting	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Fishing	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	1	1
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	1	0
Serbia	PP Vlasina	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Knowledge	Formal & informal education	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Serbia	PP Vlasina	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	1	0
Serbia	PP Vlasina	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	2	0
Serbia	PP Vlasina	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
